site,terrain,plot_type,Y,X,n_spruce,plot_area_m2
FoxLake,SW_Facing,Quick,6803184.008,465171.5591,1,40
FoxLake,SW_Facing,Quick,6803184.513,465181.5463,0,40
FoxLake,SW_Facing,Quick,6803185.018,465191.5336,0,40
FoxLake,SW_Facing,Quick,6803185.523,465201.5208,1,40
FoxLake,SW_Facing,Quick,6803186.027,465211.5081,0,40
FoxLake,SW_Facing,Regen,6803186.992,465219.9169,4,50.0144692
FoxLake,SW_Facing,Regen,6803188.181,464323.2363,3,50.26548246
FoxLake,SW_Facing,Quick,6803188.887,464314.2214,0,40
FoxLake,SW_Facing,Quick,6803189.629,464304.249,1,40
FoxLake,SW_Facing,Quick,6803190.195,464322.1202,2,40
FoxLake,SW_Facing,Quick,6803190.371,464294.2766,0,40
FoxLake,SW_Facing,Regen,6803190.819,464285.3017,0,50.26548246
FoxLake,SW_Facing,Quick,6803191.114,464284.3042,0,40
FoxLake,SW_Facing,Quick,6803198.216,464279.7268,0,40
FoxLake,SW_Facing,Quick,6803198.977,464317.3375,2,40
FoxLake,SW_Facing,Quick,6803206.18,464273.6783,0,40
FoxLake,SW_Facing,Quick,6803214.143,464267.6298,0,40
FoxLake,SW_Facing,Quick,6803222.106,464261.5813,2,40
FoxLake,SW_Facing,Quick,6803230.07,464255.5328,1,40
FoxLake,SW_Facing,Regen,6803235.498,464250.6266,2,50.26548246
FoxLake,SW_Facing,Quick,6803238.033,464249.4844,2,40
FoxLake,SW_Facing,Quick,6803239.897,464243.2024,1,40
FoxLake,SW_Facing,Quick,6803244.48,464234.3143,9,40
FoxLake,SW_Facing,Quick,6803249.063,464225.4263,10,40
FoxLake,SW_Facing,Quick,6803253.645,464216.5382,50,40
FoxLake,SW_Facing,Quick,6803281.143,464163.21,0,40
FoxLake,SW_Facing,Quick,6803285.726,464154.3219,1,40
FoxLake,SW_Facing,Regen,6803292.765,464141.3264,2,50.26548246
FoxLake,SW_Facing,Regen,6803470.447,464325.0199,3,50.26548246
FoxLake,SW_Facing,Regen,6803496.175,464230.7163,0,50.26548246
FoxLake,SW_Facing,Quick,6803499.885,464222.5139,0,40
FoxLake,SW_Facing,Quick,6803504.518,464213.652,1,40
FoxLake,SW_Facing,Quick,6803527.684,464169.3424,0,40
FoxLake,SW_Facing,Quick,6803532.318,464160.4805,2,40
FoxLake,SW_Facing,Quick,6803536.946,464360.2674,0,40
FoxLake,SW_Facing,Quick,6803536.951,464151.6186,1,40
FoxLake,SW_Facing,Regen,6803539.809,464359.3502,8,50.26548246
FoxLake,SW_Facing,Quick,6803541.584,464142.7567,0,40
FoxLake,SW_Facing,Quick,6803546.072,464356.1788,0,40
FoxLake,SW_Facing,Quick,6803546.217,464133.8948,0,40
FoxLake,SW_Facing,Regen,6803546.763,464129.9644,1,50.26548246
FoxLake,SW_Facing,Quick,6803573.45,464343.9129,0,40
FoxLake,SW_Facing,Quick,6803582.576,464339.8242,0,40
FoxLake,SW_Facing,Quick,6803591.701,464335.7356,0,40
FoxLake,SW_Facing,Regen,6803598.131,464087.8193,7,50.26548246
FoxLake,SW_Facing,Quick,6803600.827,464331.647,0,40
FoxLake,SW_Facing,Quick,6803600.906,464095.6391,1,40
FoxLake,SW_Facing,Quick,6803604.272,464105.0555,0,40
FoxLake,SW_Facing,Quick,6803607.639,464114.4718,1,40
FoxLake,SW_Facing,Regen,6803609.739,464254.989,8,50.26548246
FoxLake,SW_Facing,Quick,6803609.953,464327.5583,0,40
FoxLake,SW_Facing,Quick,6803611.005,464123.8882,1,40
FoxLake,SW_Facing,Quick,6803614.371,464133.3045,0,40
FoxLake,SW_Facing,Quick,6803617.738,464142.7209,1,40
FoxLake,SW_Facing,Quick,6803619.079,464323.4697,0,40
FoxLake,SW_Facing,Quick,6803621.104,464152.1372,5,40
FoxLake,SW_Facing,Regen,6803624.154,464158.6379,0,50.26548246
FoxLake,SW_Facing,Quick,6803624.47,464161.5536,1,40
FoxLake,SW_Facing,Regen,6803628.313,464319.5705,13,50.26548246
